07.07.2017 14:02:37;Федор;Астапенко;Петрович(-вна);Минск;Беларусь
07.07.2017 14:02:38;Антон;Астапенко;Денисович(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Астапенко;Денисович(-вна);Минск;Беларусь
07.07.2017 14:02:38;Антон;Сидоренко;Денисович(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Прохоренко;Максимович(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Сидоренко;Петрович(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Прокопенко;Петрович(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Сидоренко;Максимович(-вна);Питербург;Россия
07.07.2017 14:02:38;Анна;Невдашенко;Денисович(-вна);Минск;Беларусь
07.07.2017 14:02:38;Антон;Прокопенко;Евгеньевич(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Невдашенко;Максимович(-вна);Минск;Беларусь
07.07.2017 14:02:38;Антон;Сидоренко;Петрович(-вна);Питербург;Россия
07.07.2017 14:02:38;Анна;Прокопенко;Андреевич(-вна);Питербург;Россия
07.07.2017 14:02:38;Анна;Прохоренко;Петрович(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Прохоренко;Евгеньевич(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Невдашенко;Андреевич(-вна);Москва;Россия
07.07.2017 14:02:38;Игорь;Сидоренко;Андреевич(-вна);Минск;Беларусь
07.07.2017 14:02:38;Антон;Прокопенко;Андреевич(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Прокопенко;Евгеньевич(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Астапенко;Петрович(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Прохоренко;Андреевич(-вна);Питербург;Россия
07.07.2017 14:02:38;Анна;Прохоренко;Петрович(-вна);Речица;Беларусь
07.07.2017 14:02:38;Федор;Астапенко;Денисович(-вна);Гомель;Беларусь
07.07.2017 14:02:38;Илья;Прохоренко;Андреевич(-вна);Питербург;Россия
07.07.2017 14:02:38;Анна;Невдашенко;Денисович(-вна);Москва;Россия
07.07.2017 14:02:38;Игорь;Прокопенко;Денисович(-вна);Питербург;Россия
07.07.2017 14:02:39;Анна;Сидоренко;Максимович(-вна);Москва;Россия
07.07.2017 14:02:39;Игорь;Прокопенко;Андреевич(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Сидоренко;Максимович(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Астапенко;Денисович(-вна);Питербург;Россия
07.07.2017 14:02:39;Анна;Сидоренко;Евгеньевич(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Невдашенко;Денисович(-вна);Речица;Беларусь
07.07.2017 14:02:39;Федор;Прохоренко;Петрович(-вна);Минск;Беларусь
07.07.2017 14:02:39;Антон;Невдашенко;Денисович(-вна);Речица;Беларусь
07.07.2017 14:02:39;Федор;Астапенко;Максимович(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Прокопенко;Евгеньевич(-вна);Москва;Россия
07.07.2017 14:02:39;Игорь;Прокопенко;Максимович(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Сидоренко;Андреевич(-вна);Минск;Беларусь
07.07.2017 14:02:39;Антон;Прохоренко;Максимович(-вна);Питербург;Россия
07.07.2017 14:02:39;Анна;Астапенко;Андреевич(-вна);Питербург;Россия
07.07.2017 14:02:39;Анна;Невдашенко;Петрович(-вна);Минск;Беларусь
07.07.2017 14:02:39;Антон;Сидоренко;Андреевич(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Прокопенко;Евгеньевич(-вна);Речица;Беларусь
07.07.2017 14:02:39;Федор;Прокопенко;Денисович(-вна);Речица;Беларусь
07.07.2017 14:02:39;Федор;Невдашенко;Евгеньевич(-вна);Гомель;Беларусь
07.07.2017 14:02:39;Илья;Невдашенко;Максимович(-вна);Минск;Беларусь
07.07.2017 14:02:39;Антон;Астапенко;Максимович(-вна);Минск;Беларусь
07.07.2017 14:02:39;Антон;Астапенко;Денисович(-вна);Речица;Беларусь
07.07.2017 14:02:39;Федор;Сидоренко;Денисович(-вна);Москва;Россия
07.07.2017 14:02:39;Игорь;Сидоренко;Денисович(-вна);Питербург;Россия
